# DOT S5C spec I.3 random-triple NULL ARM, per split — THIS IS A MEASUREMENT, NOT A PASS CRITERION
# dataset_rows=177251 dataset_range=2026.01.19 15:49 → 2026.07.21 17:09
# oracle_sha256_12=518862bf19fb
# Random triples are drawn from the existing 249-condition pool; NO S3 output is required, so this
# violates no rejection item: it is not the fixed book (item 1), not full-series discovery (item 3),
# and not the 27% figure carried from the record (item 7) — the null is regenerated inside each split.
# Persistence is measured exactly as the record measures it: net>0, PF>=2, WR>=75 in BOTH train and test.
# Each triple is scored STANDALONE (batch size 1) so the 6-lot jar cannot couple the null entities.
# Scored on the test segment inside the SINGLE sanctioned TestSegmentGuard touch.
# THE PASS CRITERION REMAINS UNEVALUABLE: it requires the SELECTION arm, which requires a candidate pool
# that S3 has never produced. A null baseline is the denominator of that comparison, never the result.
split_index,entity,train_trades,test_trades,train_net,train_PF,train_WR,test_net,test_PF,test_WR,train_passes,test_passes,persists
0,NULL_0023,7,1,105.3,2.198,85.7,18.1,999.0,100.0,True,True,True
0,NULL_0024,19,3,-379.3,0.456,68.4,-98.1,0.359,66.7,False,False,False
0,NULL_0025,34,4,372.5,1.561,76.5,53.2,2.4,75.0,False,True,False
0,NULL_0026,2,0,-52.8,0.332,50.0,0.0,0.0,0.0,False,False,False
0,NULL_0027,28,4,-239.7,0.659,78.6,324.5,5.676,75.0,False,True,False
0,NULL_0028,88,13,501.9,1.339,86.4,-70.4,0.77,84.6,False,False,False
0,NULL_0029,29,3,470.2,2.623,82.8,-181.7,0.049,33.3,True,False,False
0,NULL_0030,89,17,1297.8,2.387,87.6,46.3,1.115,82.4,True,False,False
0,NULL_0031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0032,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0033,57,9,-75.4,0.947,77.2,247.0,3.531,88.9,False,True,False
0,NULL_0034,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0035,129,15,-746.5,0.738,74.4,42.0,1.217,86.7,False,False,False
0,NULL_0036,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0037,103,32,257.4,1.098,79.6,-281.7,0.752,75.0,False,False,False
0,NULL_0038,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0039,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0040,55,10,-55.0,0.955,78.2,-39.6,0.851,70.0,False,False,False
0,NULL_0041,40,12,-519.3,0.647,75.0,-322.2,0.439,66.7,False,False,False
0,NULL_0042,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0043,213,38,1.9,1.0,74.6,281.9,1.35,78.9,False,False,False
0,NULL_0044,23,0,155.6,1.397,78.3,0.0,0.0,0.0,False,False,False
0,NULL_0045,24,13,89.2,1.13,79.2,422.6,3.762,92.3,False,True,False
0,NULL_0046,33,2,-373.6,0.595,69.7,-91.2,0.169,50.0,False,False,False
0,NULL_0047,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0048,20,1,40.3,1.084,75.0,35.0,999.0,100.0,False,True,False
0,NULL_0049,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0050,78,11,-195.9,0.891,79.5,52.2,1.303,81.8,False,False,False
0,NULL_0051,31,6,-396.4,0.664,67.7,3.1,1.02,83.3,False,False,False
0,NULL_0052,2,4,523.5,999.0,100.0,114.6,999.0,100.0,True,True,True
0,NULL_0053,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0054,38,3,419.2,2.128,84.2,-10.0,0.78,66.7,True,False,False
0,NULL_0055,10,0,68.7,1.282,80.0,0.0,0.0,0.0,False,False,False
0,NULL_0056,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0057,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0058,55,3,479.2,1.486,85.5,-70.8,0.372,66.7,False,False,False
0,NULL_0059,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0060,3,1,143.5,999.0,100.0,30.3,999.0,100.0,True,True,True
0,NULL_0061,4,0,95.5,2.678,75.0,0.0,0.0,0.0,True,False,False
0,NULL_0062,3,0,-96.4,0.37,66.7,0.0,0.0,0.0,False,False,False
0,NULL_0063,110,10,496.1,1.231,77.3,-0.1,0.999,70.0,False,False,False
0,NULL_0064,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0065,4,0,51.4,999.0,100.0,0.0,0.0,0.0,True,False,False
0,NULL_0066,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0067,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0068,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0069,39,12,289.7,1.379,84.6,-160.0,0.617,75.0,False,False,False
0,NULL_0070,27,2,521.7,5.997,96.3,84.0,999.0,100.0,True,True,True
0,NULL_0071,1,0,-128.6,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0072,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0073,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0074,24,12,88.3,1.234,83.3,-335.3,0.367,58.3,False,False,False
0,NULL_0075,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0076,105,11,1010.2,1.496,81.0,-222.7,0.514,63.6,False,False,False
0,NULL_0077,108,5,1087.1,1.822,80.6,23.8,1.475,80.0,False,False,False
0,NULL_0078,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0079,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0080,7,1,-377.1,0.11,42.9,41.1,999.0,100.0,False,True,False
0,NULL_0081,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0082,22,7,679.0,3.777,86.4,76.7,2.241,85.7,True,True,True
0,NULL_0083,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0084,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0085,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0086,142,39,191.5,1.054,75.4,280.6,1.463,79.5,False,False,False
0,NULL_0087,26,4,-119.2,0.851,65.4,239.5,999.0,100.0,False,True,False
0,NULL_0088,54,7,393.6,1.431,87.0,-7.5,0.951,85.7,False,False,False
0,NULL_0089,1,0,-59.2,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0090,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0091,59,22,118.2,1.08,74.6,-280.0,0.62,72.7,False,False,False
0,NULL_0092,8,0,16.3,1.107,87.5,0.0,0.0,0.0,False,False,False
0,NULL_0093,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0094,1,0,38.6,999.0,100.0,0.0,0.0,0.0,True,False,False
0,NULL_0095,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0096,155,29,-8.6,0.998,80.6,-171.8,0.755,79.3,False,False,False
0,NULL_0097,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0098,3,0,255.5,999.0,100.0,0.0,0.0,0.0,True,False,False
0,NULL_0099,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0101,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0102,52,4,-455.2,0.689,78.8,-36.2,0.74,50.0,False,False,False
0,NULL_0103,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0104,72,14,91.6,1.062,76.4,139.5,1.912,92.9,False,False,False
0,NULL_0105,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0106,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0107,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0108,19,6,-361.7,0.415,68.4,-165.7,0.292,66.7,False,False,False
0,NULL_0109,72,19,893.8,1.682,84.7,-478.9,0.42,63.2,False,False,False
0,NULL_0110,4,0,65.6,1.458,75.0,0.0,0.0,0.0,False,False,False
0,NULL_0111,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0112,355,98,599.2,1.081,78.0,403.2,1.222,79.6,False,False,False
0,NULL_0113,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0114,15,1,-7.7,0.971,86.7,-153.0,0.0,0.0,False,False,False
0,NULL_0115,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
0,NULL_0116,10,0,149.1,2.907,90.0,0.0,0.0,0.0,True,False,False
0,NULL_0117,52,8,394.6,1.615,84.6,-314.9,0.297,50.0,False,False,False
0,NULL_0118,68,9,-779.4,0.648,69.1,35.6,1.15,77.8,False,False,False
0,NULL_0119,103,31,100.7,1.059,78.6,-236.6,0.656,71.0,False,False,False
1,NULL_0000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0001,38,5,-68.7,0.933,78.9,102.5,999.0,100.0,False,True,False
1,NULL_0002,20,8,-398.0,0.472,70.0,462.6,999.0,100.0,False,True,False
1,NULL_0003,19,11,15.0,1.041,84.2,35.3,1.115,81.8,False,False,False
1,NULL_0004,262,53,-1227.2,0.848,74.4,570.1,1.828,86.8,False,False,False
1,NULL_0005,97,14,1207.1,1.631,81.4,367.6,3.403,92.9,False,True,False
1,NULL_0006,34,0,74.0,1.137,73.5,0.0,0.0,0.0,False,False,False
1,NULL_0007,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0008,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0009,106,23,852.8,1.358,81.1,332.6,2.268,87.0,False,True,False
1,NULL_0010,71,8,291.2,1.204,77.5,69.1,1.452,87.5,False,False,False
1,NULL_0011,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0012,11,6,284.1,999.0,100.0,-19.1,0.875,83.3,True,False,False
1,NULL_0013,28,9,-398.6,0.563,71.4,-239.6,0.354,66.7,False,False,False
1,NULL_0014,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0015,102,19,-863.1,0.696,68.6,261.5,2.009,84.2,False,True,False
1,NULL_0016,227,57,1411.1,1.287,79.7,-31.4,0.98,77.2,False,False,False
1,NULL_0017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0018,97,24,362.6,1.135,81.4,89.7,1.195,87.5,False,False,False
1,NULL_0019,151,34,-1624.7,0.685,76.2,437.1,1.728,88.2,False,False,False
1,NULL_0020,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0021,31,8,191.5,1.431,87.1,376.2,3.459,87.5,False,True,False
1,NULL_0022,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0023,7,1,-152.4,0.4,71.4,22.6,999.0,100.0,False,True,False
1,NULL_0024,110,18,390.6,1.163,80.9,-293.2,0.646,66.7,False,False,False
1,NULL_0025,57,9,10.2,1.01,82.5,-111.3,0.599,77.8,False,False,False
1,NULL_0026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0027,485,105,1610.3,1.155,77.7,107.7,1.04,75.2,False,False,False
1,NULL_0028,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0029,114,28,746.9,1.234,78.1,70.0,1.085,78.6,False,False,False
1,NULL_0030,354,77,-224.8,0.976,82.2,524.7,1.312,85.7,False,False,False
1,NULL_0031,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0032,43,5,1336.0,2.912,83.7,-9.5,0.938,80.0,True,False,False
1,NULL_0033,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0034,82,26,-95.1,0.962,76.8,142.9,1.163,76.9,False,False,False
1,NULL_0035,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0036,3,2,126.4,2.468,66.7,154.3,999.0,100.0,False,True,False
1,NULL_0037,15,4,345.7,999.0,100.0,-121.5,0.206,75.0,True,False,False
1,NULL_0038,48,3,-572.2,0.532,66.7,-19.7,0.669,66.7,False,False,False
1,NULL_0039,13,5,12.7,1.072,84.6,285.0,999.0,100.0,False,True,False
1,NULL_0040,76,23,455.5,1.229,77.6,52.7,1.103,82.6,False,False,False
1,NULL_0041,32,5,139.7,1.233,75.0,-2.2,0.974,80.0,False,False,False
1,NULL_0042,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0043,13,0,-6.4,0.985,69.2,0.0,0.0,0.0,False,False,False
1,NULL_0044,10,2,308.7,999.0,100.0,84.0,999.0,100.0,True,True,True
1,NULL_0045,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0046,172,32,222.9,1.053,79.7,642.1,2.153,87.5,False,True,False
1,NULL_0047,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0048,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0049,51,4,-150.1,0.894,72.5,-11.5,0.855,75.0,False,False,False
1,NULL_0050,2,1,23.8,999.0,100.0,-127.7,0.0,0.0,True,False,False
1,NULL_0051,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0052,141,29,834.1,1.308,83.0,692.4,3.454,89.7,False,True,False
1,NULL_0053,25,6,-148.6,0.825,72.0,6.2,1.042,83.3,False,False,False
1,NULL_0054,53,2,-208.1,0.837,75.5,-130.9,0.117,50.0,False,False,False
1,NULL_0055,101,6,-766.7,0.741,71.3,88.5,999.0,100.0,False,True,False
1,NULL_0056,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0057,79,15,1269.4,2.17,86.1,214.9,2.634,93.3,True,True,True
1,NULL_0058,69,16,294.8,1.202,75.4,203.9,2.393,87.5,False,True,False
1,NULL_0059,11,2,-151.3,0.67,72.7,71.2,999.0,100.0,False,True,False
1,NULL_0060,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0061,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0062,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0063,43,4,-710.2,0.546,72.1,103.2,999.0,100.0,False,True,False
1,NULL_0064,101,17,-744.8,0.691,74.3,-113.9,0.664,70.6,False,False,False
1,NULL_0065,40,8,-838.5,0.42,67.5,223.2,4.588,87.5,False,True,False
1,NULL_0066,143,37,-1337.9,0.682,74.1,6.9,1.007,75.7,False,False,False
1,NULL_0067,8,0,-500.2,0.183,50.0,0.0,0.0,0.0,False,False,False
1,NULL_0068,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0069,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0070,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0071,49,11,488.0,1.531,81.6,43.8,1.224,81.8,False,False,False
1,NULL_0072,4,2,84.7,999.0,100.0,26.4,999.0,100.0,True,True,True
1,NULL_0073,117,22,-1075.2,0.763,70.9,-323.4,0.56,72.7,False,False,False
1,NULL_0074,211,35,332.6,1.079,82.9,28.3,1.04,82.9,False,False,False
1,NULL_0075,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0076,18,2,575.0,999.0,100.0,62.0,999.0,100.0,True,True,True
1,NULL_0077,33,2,-25.2,0.961,81.8,-49.2,0.263,50.0,False,False,False
1,NULL_0078,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0079,29,6,294.5,1.309,72.4,12.0,1.051,66.7,False,False,False
1,NULL_0080,39,2,-260.7,0.682,69.2,-51.0,0.168,50.0,False,False,False
1,NULL_0081,85,18,-381.8,0.817,71.8,-319.2,0.418,66.7,False,False,False
1,NULL_0082,83,10,55.9,1.036,75.9,-300.4,0.387,50.0,False,False,False
1,NULL_0083,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0084,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0085,11,1,280.3,6.901,90.9,42.0,999.0,100.0,True,True,True
1,NULL_0086,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0087,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0088,49,6,748.8,2.786,93.9,109.0,999.0,100.0,True,True,True
1,NULL_0089,32,4,546.2,1.731,84.4,4.8,1.064,75.0,False,False,False
1,NULL_0090,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0091,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0092,2,0,-306.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0093,32,7,-693.5,0.423,59.4,-31.3,0.709,71.4,False,False,False
1,NULL_0094,4,0,-2.6,0.947,75.0,0.0,0.0,0.0,False,False,False
1,NULL_0095,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0096,3,0,66.2,999.0,100.0,0.0,0.0,0.0,True,False,False
1,NULL_0097,142,24,-539.5,0.88,72.5,42.5,1.083,83.3,False,False,False
1,NULL_0098,1,0,16.7,999.0,100.0,0.0,0.0,0.0,True,False,False
1,NULL_0099,11,1,221.0,1.965,81.8,26.1,999.0,100.0,False,True,False
1,NULL_0100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0101,36,9,-224.7,0.79,80.6,53.5,1.35,88.9,False,False,False
1,NULL_0102,48,5,417.6,1.398,83.3,-90.4,0.625,60.0,False,False,False
1,NULL_0103,285,55,-766.1,0.91,77.5,612.7,1.575,85.5,False,False,False
1,NULL_0104,10,4,221.9,2.494,90.0,-130.5,0.236,50.0,True,False,False
1,NULL_0105,113,25,-1010.1,0.688,64.6,-369.7,0.472,60.0,False,False,False
1,NULL_0106,12,2,332.8,999.0,100.0,42.4,999.0,100.0,True,True,True
1,NULL_0107,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0108,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0109,260,62,-12.8,0.998,74.6,-268.2,0.859,71.0,False,False,False
1,NULL_0110,9,2,-202.5,0.396,66.7,-132.4,0.135,50.0,False,False,False
1,NULL_0111,15,0,157.9,2.379,86.7,0.0,0.0,0.0,True,False,False
1,NULL_0112,331,71,2702.7,1.438,83.1,251.4,1.179,78.9,False,False,False
1,NULL_0113,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0114,4,2,88.4,999.0,100.0,-177.9,0.0,0.0,True,False,False
1,NULL_0115,26,4,126.7,1.238,73.1,447.2,7.695,75.0,False,True,False
1,NULL_0116,185,45,858.9,1.252,81.6,-718.5,0.51,73.3,False,False,False
1,NULL_0117,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
1,NULL_0118,18,9,169.1,1.664,88.9,-41.0,0.811,77.8,False,False,False
1,NULL_0119,20,5,-440.0,0.489,70.0,-222.3,0.264,60.0,False,False,False
2,NULL_0000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0001,120,20,981.6,1.379,84.2,-411.0,0.552,70.0,False,False,False
2,NULL_0002,2,0,56.4,999.0,100.0,0.0,0.0,0.0,True,False,False
2,NULL_0003,128,23,-11.2,0.996,73.4,-182.3,0.637,73.9,False,False,False
2,NULL_0004,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0005,160,18,18.9,1.006,83.1,243.4,2.831,94.4,False,True,False
2,NULL_0006,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0007,37,5,-571.1,0.612,59.5,115.1,999.0,100.0,False,True,False
2,NULL_0008,72,6,599.3,1.512,80.6,274.3,7.206,83.3,False,True,False
2,NULL_0009,26,4,11.7,1.015,76.9,-41.4,0.729,75.0,False,False,False
2,NULL_0010,235,57,532.0,1.097,79.1,293.7,1.215,80.7,False,False,False
2,NULL_0011,14,7,-107.0,0.672,71.4,-139.7,0.341,71.4,False,False,False
2,NULL_0012,48,7,111.6,1.129,79.2,-118.1,0.454,71.4,False,False,False
2,NULL_0013,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0014,180,64,858.6,1.219,79.4,-39.3,0.962,81.2,False,False,False
2,NULL_0015,67,14,828.0,1.858,83.6,160.8,1.667,78.6,False,False,False
2,NULL_0016,13,1,9.2,1.07,84.6,12.6,999.0,100.0,False,True,False
2,NULL_0017,20,1,899.6,10.591,95.0,12.8,999.0,100.0,True,True,True
2,NULL_0018,1,0,-60.1,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0019,91,10,166.2,1.084,75.8,-470.4,0.133,40.0,False,False,False
2,NULL_0020,108,7,803.9,1.39,83.3,313.4,4.817,85.7,False,True,False
2,NULL_0021,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0022,281,35,637.0,1.096,80.8,-355.4,0.673,77.1,False,False,False
2,NULL_0023,693,116,400.4,1.025,77.6,-994.1,0.677,75.0,False,False,False
2,NULL_0024,4,0,33.0,1.501,75.0,0.0,0.0,0.0,False,False,False
2,NULL_0025,17,2,-180.8,0.608,70.6,32.0,999.0,100.0,False,True,False
2,NULL_0026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0027,1,0,29.5,999.0,100.0,0.0,0.0,0.0,True,False,False
2,NULL_0028,50,6,276.4,1.302,78.0,-52.7,0.656,83.3,False,False,False
2,NULL_0029,241,51,-26.1,0.996,76.3,276.3,1.352,86.3,False,False,False
2,NULL_0030,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0031,35,0,-113.8,0.818,77.1,0.0,0.0,0.0,False,False,False
2,NULL_0032,42,2,981.4,1.583,73.8,55.9,999.0,100.0,False,True,False
2,NULL_0033,3,1,85.3,999.0,100.0,-43.7,0.0,0.0,True,False,False
2,NULL_0034,6,0,81.0,2.497,83.3,0.0,0.0,0.0,True,False,False
2,NULL_0035,35,6,536.5,3.744,91.4,146.7,999.0,100.0,True,True,True
2,NULL_0036,10,0,385.5,3.466,80.0,0.0,0.0,0.0,True,False,False
2,NULL_0037,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0038,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0039,170,34,722.2,1.179,80.0,-178.2,0.835,73.5,False,False,False
2,NULL_0040,45,5,-191.5,0.772,75.6,-63.6,0.514,80.0,False,False,False
2,NULL_0041,0,1,0.0,0.0,0.0,17.3,999.0,100.0,False,True,False
2,NULL_0042,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0043,19,0,180.2,2.39,89.5,0.0,0.0,0.0,True,False,False
2,NULL_0044,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0045,21,5,-162.6,0.694,76.2,4.7,1.013,40.0,False,False,False
2,NULL_0046,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0047,163,16,1258.0,1.432,87.1,865.6,999.0,100.0,False,True,False
2,NULL_0048,6,1,141.3,999.0,100.0,-70.1,0.0,0.0,True,False,False
2,NULL_0049,421,86,869.8,1.083,79.1,-328.4,0.816,80.2,False,False,False
2,NULL_0050,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0051,17,2,-349.0,0.47,70.6,-263.9,0.0,0.0,False,False,False
2,NULL_0052,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0053,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0054,80,18,224.2,1.115,76.2,458.7,1.98,72.2,False,False,False
2,NULL_0055,105,16,-765.2,0.751,67.6,-23.3,0.915,75.0,False,False,False
2,NULL_0056,3,2,-68.0,0.331,66.7,33.7,999.0,100.0,False,True,False
2,NULL_0057,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
2,NULL_0058,21,3,-131.1,0.824,71.4,22.6,1.294,66.7,False,False,False
